primary_label,scientific_name,common_name,class_name,tier,n_train,n_train_xc,n_train_inat,fetch_cap,latitude,longitude,fetchable_via_xc,inat_taxon_id
bobfly1,Megarynchus pitangua,Boat-billed Flycatcher,Aves,tier4_adequate,492,297,195,0,-0.523,-73.47229999999999,True,16737
compau,Nyctidromus albicollis,Pauraque,Aves,tier4_adequate,493,223,270,0,4.9079,-76.2888,True,19627
yeofly1,Tolmomyias sulphurescens,Yellow-olive Flatbill,Aves,tier4_adequate,493,415,78,0,-15.352,-53.991,True,16567
socfly1,Myiozetetes similis,Social Flycatcher,Aves,tier4_adequate,494,277,217,0,9.8328,-82.8408,True,16842
coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Aves,tier4_adequate,495,285,210,0,6.9923,-78.867,True,4698
osprey,Pandion haliaetus,Osprey,Aves,tier4_adequate,495,121,374,0,39.2112,-81.0559,True,116999
houspa,Passer domesticus,House Sparrow,Aves,tier4_adequate,496,111,385,0,43.0496,-8.6005,True,13858
fepowl,Glaucidium brasilianum,Ferruginous Pygmy Owl,Aves,tier4_adequate,497,208,289,0,10.2296,-84.185,True,19822
soulap1,Vanellus chilensis,Southern Lapwing,Aves,tier4_adequate,497,250,247,0,-22.4084,-64.9646,True,4867
banana,Coereba flaveola,Bananaquit,Aves,tier4_adequate,498,325,173,0,0.7093,-65.78899999999999,True,10199
rubthr1,Turdus rufiventris,Rufous-bellied Thrush,Aves,tier4_adequate,499,249,250,0,-26.907,-52.2304,True,12738
